Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,relative_humidity,Trange,Year,Month,Week,Day,precip_7D_avg
1,2011-05-03,50,37,43.5,31,38,0.0,-9,13,2011,5,18,3,0.0
2,2011-05-03,51,38,44.5,30,38,0.0,-17,13,2011,5,18,3,0.0
1,2011-05-04,59,37,48.0,29,40,0.0,-20,22,2011,5,18,4,0.0
2,2011-05-04,57,37,47.0,29,40,0.0,-21,20,2011,5,18,4,0.0
1,2011-05-05,63,35,49.0,40,46,0.06,48,28,2011,5,18,5,0.008571428571428357
2,2011-05-05,62,41,51.5,39,46,0.1,37,21,2011,5,18,5,0.014285714285713859
1,2011-05-06,68,44,56.0,39,48,0.0,30,24,2011,5,18,6,0.008571428571428357
2,2011-05-06,69,45,57.0,39,49,0.0,29,24,2011,5,18,6,0.014285714285713859
1,2011-05-07,60,43,51.5,44,48,0.0,63,17,2011,5,18,7,0.008571428571428357
2,2011-05-07,60,46,53.0,46,50,0.0,68,14,2011,5,18,7,0.014285714285713859
1,2011-05-08,68,39,53.5,43,49,0.0,52,29,2011,5,18,8,0.008571428571428357
2,2011-05-08,68,44,56.0,44,50,0.0,51,24,2011,5,18,8,0.014285714285713859
1,2011-05-09,73,47,60.0,45,53,0.0,48,26,2011,5,19,9,0.008571428571428357
2,2011-05-09,74,51,62.5,46,55,0.0,48,23,2011,5,19,9,0.014285714285713859
1,2011-05-10,90,62,76.0,61,66,0.0,68,28,2011,5,19,10,0.008571428571428357
2,2011-05-10,91,64,77.5,60,66,0.0,64,27,2011,5,19,10,0.014285714285713859
1,2011-05-11,87,63,75.0,66,68,0.13,81,24,2011,5,19,11,0.02714285714285693
2,2011-05-11,88,67,77.5,65,69,0.28,74,21,2011,5,19,11,0.05428571428571386
1,2011-05-12,86,58,72.0,63,66,0.29,79,28,2011,5,19,12,0.05999999999999978
2,2011-05-12,87,63,75.0,61,66,0.02,70,24,2011,5,19,12,0.042857142857142434
1,2011-05-13,77,47,62.0,54,56,0.02,75,30,2011,5,19,13,0.06285714285714264
2,2011-05-13,77,47,62.0,54,57,0.01,75,30,2011,5,19,13,0.044285714285713866
1,2011-05-14,53,45,49.0,47,48,0.31,89,8,2011,5,19,14,0.10714285714285691
2,2011-05-14,51,46,48.5,46,47,0.43,85,5,2011,5,19,14,0.1057142857142853
1,2011-05-15,46,41,43.5,36,41,0.31,35,5,2011,5,19,15,0.15142857142857122
2,2011-05-15,48,42,45.0,38,42,0.37,47,6,2011,5,19,15,0.15857142857142817
1,2011-05-16,52,37,44.5,30,40,0.0,-17,15,2011,5,20,16,0.15142857142857122
2,2011-05-16,53,40,46.5,31,40,0.0,-7,13,2011,5,20,16,0.15857142857142817
1,2011-05-17,60,40,50.0,33,43,0.0,6,20,2011,5,20,17,0.15142857142857122
2,2011-05-17,60,40,50.0,35,44,0.0,17,20,2011,5,20,17,0.15857142857142817
1,2011-05-18,57,49,53.0,48,49,0.07,77,8,2011,5,20,18,0.14285714285714265
2,2011-05-18,61,50,55.5,49,51,0.03,73,11,2011,5,20,18,0.12285714285714246
1,2011-05-19,72,49,60.5,53,56,0.0,75,23,2011,5,20,19,0.10142857142857123
2,2011-05-19,73,50,61.5,53,55,0.0,73,23,2011,5,20,19,0.1199999999999996
1,2011-05-20,73,50,61.5,54,57,0.0,76,23,2011,5,20,20,0.09857142857142838
2,2011-05-20,72,50,61.0,53,56,0.0,74,22,2011,5,20,20,0.11857142857142818
1,2011-05-21,75,50,62.5,59,62,0.01,89,25,2011,5,20,21,0.055714285714285515
2,2011-05-21,76,51,63.5,59,62,0.0,87,25,2011,5,20,21,0.05714285714285674
1,2011-05-22,87,61,74.0,60,64,0.58,69,26,2011,5,20,22,0.09428571428571408
2,2011-05-22,88,65,76.5,59,65,0.12,63,23,2011,5,20,22,0.02142857142857102
1,2011-05-23,79,60,69.5,59,64,0.0,74,19,2011,5,21,23,0.09428571428571408
2,2011-05-23,80,65,72.5,59,64,0.0,69,15,2011,5,21,23,0.02142857142857102
1,2011-05-24,66,47,56.5,47,51,0.11,63,19,2011,5,21,24,0.10999999999999979
2,2011-05-24,69,48,58.5,47,53,0.01,58,21,2011,5,21,24,0.022857142857142448
1,2011-05-25,67,47,57.0,52,53,2.24,81,20,2011,5,21,25,0.4199999999999999
2,2011-05-25,75,49,62.0,53,55,1.9,71,26,2011,5,21,25,0.2899999999999996
1,2011-05-26,49,43,46.0,40,43,1.06,58,6,2011,5,21,26,0.5714285714285713
2,2011-05-26,50,43,46.5,40,43,0.61,56,7,2011,5,21,26,0.3771428571428567
1,2011-05-27,58,40,49.0,41,46,0.0,54,18,2011,5,21,27,0.5714285714285713
2,2011-05-27,58,42,50.0,41,46,0.01,51,16,2011,5,21,27,0.3785714285714281
1,2011-05-28,62,51,56.5,55,55,0.12,94,11,2011,5,21,28,0.5871428571428571
2,2011-05-28,64,52,58.0,55,57,0.23,89,12,2011,5,21,28,0.411428571428571
1,2011-05-29,70,52,61.0,59,60,1.88,94,18,2011,5,21,29,0.7728571428571428
2,2011-05-29,72,57,64.5,60,61,0.92,87,15,2011,5,21,29,0.5257142857142852
1,2011-05-30,88,56,72.0,65,69,0.0,84,32,2011,5,22,30,0.7728571428571428
2,2011-05-30,90,65,77.5,65,70,0.0,74,25,2011,5,22,30,0.5257142857142852
1,2011-05-31,85,69,77.0,64,68,0.08,73,16,2011,5,22,31,0.7685714285714285
2,2011-05-31,88,69,78.5,65,70,0.0,73,19,2011,5,22,31,0.5242857142857138
1,2011-06-01,81,59,70.0,49,59,0.0,47,22,2011,6,22,1,0.4485714285714284
2,2011-06-01,82,63,72.5,49,59,0.0,44,19,2011,6,22,1,0.2528571428571424
1,2011-06-02,69,56,62.5,44,53,0.02,41,13,2011,6,22,2,0.2999999999999998
2,2011-06-02,69,57,63.0,45,53,0.0,44,12,2011,6,22,2,0.1657142857142853
1,2011-06-03,87,55,71.0,62,67,0.01,78,32,2011,6,22,3,0.3014285714285712
2,2011-06-03,88,57,72.5,61,67,0.18,73,31,2011,6,22,3,0.18999999999999956
1,2011-06-04,92,64,78.0,64,68,0.18,72,28,2011,6,22,4,0.3099999999999998
2,2011-06-04,91,67,79.0,64,69,0.5,70,24,2011,6,22,4,0.22857142857142815
1,2011-06-05,85,60,72.5,55,62,0.0,59,25,2011,6,22,5,0.041428571428571245
2,2011-06-05,84,63,73.5,55,62,0.01,58,21,2011,6,22,5,0.09857142857142813
1,2011-06-06,93,60,76.5,64,69,0.0,74,33,2011,6,23,6,0.041428571428571245
2,2011-06-06,94,62,78.0,63,69,0.0,70,32,2011,6,23,6,0.09857142857142813
1,2011-06-07,96,75,85.5,65,72,0.0,64,21,2011,6,23,7,0.02999999999999981
2,2011-06-07,96,77,86.5,64,72,0.0,62,19,2011,6,23,7,0.09857142857142813
1,2011-06-08,95,66,80.5,64,71,0.17,68,29,2011,6,23,8,0.0542857142857141
2,2011-06-08,96,67,81.5,63,71,0.69,65,29,2011,6,23,8,0.19714285714285668
1,2011-06-09,69,50,59.5,52,55,0.93,74,19,2011,6,23,9,0.1842857142857141
2,2011-06-09,69,52,60.5,54,56,2.17,78,17,2011,6,23,9,0.5071428571428567
1,2011-06-10,69,51,60.0,56,57,0.52,86,18,2011,6,23,10,0.25714285714285695
2,2011-06-10,71,51,61.0,56,58,0.44,84,20,2011,6,23,10,0.5442857142857138
1,2011-06-11,62,52,57.0,54,55,0.03,89,10,2011,6,23,11,0.23571428571428554
2,2011-06-11,65,53,59.0,54,56,0.1,82,12,2011,6,23,11,0.48714285714285666
1,2011-06-12,64,50,57.0,45,52,0.0,53,14,2011,6,23,12,0.23571428571428554
2,2011-06-12,64,51,57.5,45,52,0.0,52,13,2011,6,23,12,0.48571428571428527
1,2011-06-13,72,54,63.0,43,53,0.0,37,18,2011,6,24,13,0.23571428571428554
2,2011-06-13,71,56,63.5,43,53,0.0,37,15,2011,6,24,13,0.48571428571428527
1,2011-06-14,77,53,65.0,49,56,0.0,53,24,2011,6,24,14,0.23571428571428554
2,2011-06-14,77,58,67.5,49,57,0.0,50,19,2011,6,24,14,0.48571428571428527
1,2011-06-15,71,57,64.0,59,61,0.8,85,14,2011,6,24,15,0.32571428571428557
2,2011-06-15,72,57,64.5,59,62,0.84,84,15,2011,6,24,15,0.5071428571428567
1,2011-06-16,81,61,71.0,59,63,0.04,71,20,2011,6,24,16,0.1985714285714284
2,2011-06-16,81,62,71.5,59,63,0.03,70,19,2011,6,24,16,0.20142857142857093
1,2011-06-17,82,60,71.0,60,64,0.0,74,22,2011,6,24,17,0.12428571428571411
2,2011-06-17,82,64,73.0,60,65,0.0,70,18,2011,6,24,17,0.1385714285714281
1,2011-06-18,84,61,72.5,62,65,0.0,76,23,2011,6,24,18,0.11999999999999982
2,2011-06-18,83,63,73.0,62,66,0.0,75,20,2011,6,24,18,0.1242857142857138
1,2011-06-19,81,63,72.0,65,68,0.0,84,18,2011,6,24,19,0.11999999999999982
2,2011-06-19,83,65,74.0,65,69,0.0,80,18,2011,6,24,19,0.1242857142857138
1,2011-06-20,79,65,72.0,67,69,0.18,88,14,2011,6,25,20,0.14571428571428552
2,2011-06-20,80,69,74.5,67,69,1.23,84,11,2011,6,25,20,0.2999999999999995
1,2011-06-21,89,66,77.5,70,72,0.45,85,23,2011,6,25,21,0.2099999999999998
2,2011-06-21,89,69,79.0,70,73,0.08,82,20,2011,6,25,21,0.31142857142857094
1,2011-06-22,73,64,68.5,63,65,0.02,86,9,2011,6,25,22,0.09857142857142838
2,2011-06-22,75,66,70.5,62,65,0.02,79,9,2011,6,25,22,0.1942857142857138
1,2011-06-23,71,62,66.5,59,62,0.01,80,9,2011,6,25,23,0.09428571428571408
2,2011-06-23,72,63,67.5,60,63,0.05,80,9,2011,6,25,23,0.19714285714285668
1,2011-06-24,68,60,64.0,56,59,0.0,76,8,2011,6,25,24,0.09428571428571408
2,2011-06-24,68,60,64.0,55,59,0.0,73,8,2011,6,25,24,0.19714285714285668
1,2011-06-25,79,58,68.5,53,60,0.0,60,21,2011,6,25,25,0.09428571428571408
2,2011-06-25,78,61,69.5,52,60,0.0,55,17,2011,6,25,25,0.19714285714285668
1,2011-06-26,81,57,69.0,53,60,0.0,59,24,2011,6,25,26,0.09428571428571408
2,2011-06-26,80,64,72.0,53,61,0.0,55,16,2011,6,25,26,0.19714285714285668
1,2011-06-27,81,65,73.0,63,67,0.03,77,16,2011,6,26,27,0.07285714285714266
2,2011-06-27,80,67,73.5,64,67,0.14,79,13,2011,6,26,27,0.04142857142857099
1,2011-06-28,81,63,72.0,54,61,0.0,57,18,2011,6,26,28,0.008571428571428381
2,2011-06-28,81,65,73.0,53,61,0.0,54,16,2011,6,26,28,0.02999999999999956
1,2011-06-29,81,59,70.0,56,62,0.0,65,22,2011,6,26,29,0.0057142857142855235
2,2011-06-29,80,63,71.5,55,62,0.0,60,17,2011,6,26,29,0.0271428571428567
1,2011-06-30,88,60,74.0,62,67,0.0,73,28,2011,6,26,30,0.004285714285714094
2,2011-06-30,89,66,77.5,61,67,0.03,66,23,2011,6,26,30,0.02428571428571385
1,2011-07-01,89,72,80.5,62,68,0.0,64,17,2011,7,26,1,0.004285714285714094
2,2011-07-01,89,70,79.5,63,68,0.01,68,19,2011,7,26,1,0.025714285714285277
1,2011-07-02,94,71,82.5,70,74,0.0,77,23,2011,7,26,2,0.004285714285714094
2,2011-07-02,93,73,83.0,71,74,0.0,78,20,2011,7,26,2,0.025714285714285277
1,2011-07-03,84,69,76.5,57,65,0.0,59,15,2011,7,26,3,0.004285714285714094
2,2011-07-03,86,70,78.0,58,65,0.0,59,16,2011,7,26,3,0.025714285714285277
1,2011-07-04,89,65,77.0,55,64,0.0,54,24,2011,7,27,4,0.0
2,2011-07-04,88,68,78.0,53,63,0.0,48,20,2011,7,27,4,0.005714285714285275
1,2011-07-05,91,68,79.5,60,68,0.0,61,23,2011,7,27,5,0.0
2,2011-07-05,92,67,79.5,59,68,0.0,59,25,2011,7,27,5,0.005714285714285275
1,2011-07-06,86,70,78.0,61,67,0.0,65,16,2011,7,27,6,0.0
2,2011-07-06,87,71,79.0,60,67,0.0,62,16,2011,7,27,6,0.005714285714285275
1,2011-07-07,82,63,72.5,53,62,0.0,54,19,2011,7,27,7,0.0
2,2011-07-07,81,66,73.5,55,63,0.07,58,15,2011,7,27,7,0.011428571428570991
1,2011-07-08,86,61,73.5,51,62,0.0,48,25,2011,7,27,8,0.0
2,2011-07-08,86,65,75.5,52,63,0.0,48,21,2011,7,27,8,0.009999999999999563
1,2011-07-09,91,61,76.0,58,66,0.0,61,30,2011,7,27,9,0.0
2,2011-07-09,90,67,78.5,60,68,0.0,63,23,2011,7,27,9,0.009999999999999563
1,2011-07-10,91,74,82.5,68,72,0.0,74,17,2011,7,27,10,0.0
2,2011-07-10,91,75,83.0,67,72,0.0,71,16,2011,7,27,10,0.009999999999999563
1,2011-07-11,88,71,79.5,71,74,0.39,84,17,2011,7,28,11,0.05571428571428553
2,2011-07-11,90,70,80.0,70,74,0.13,81,20,2011,7,28,11,0.028571428571428137
1,2011-07-12,87,70,78.5,63,69,0.01,69,17,2011,7,28,12,0.057142857142856954
2,2011-07-12,88,71,79.5,64,69,0.01,70,17,2011,7,28,12,0.029999999999999565
1,2011-07-13,74,63,68.5,57,62,0.0,70,11,2011,7,28,13,0.057142857142856954
2,2011-07-13,74,66,70.0,57,63,0.0,68,8,2011,7,28,13,0.029999999999999565
1,2011-07-14,82,59,70.5,56,63,0.0,64,23,2011,7,28,14,0.057142857142856954
2,2011-07-14,82,65,73.5,56,63,0.0,60,17,2011,7,28,14,0.019999999999999567
1,2011-07-15,87,70,78.5,60,66,0.0,63,17,2011,7,28,15,0.057142857142856954
2,2011-07-15,86,71,78.5,60,67,0.0,63,15,2011,7,28,15,0.019999999999999567
1,2011-07-16,89,71,80.0,61,68,0.0,63,18,2011,7,28,16,0.057142857142856954
2,2011-07-16,90,74,82.0,60,68,0.0,59,16,2011,7,28,16,0.019999999999999567
1,2011-07-17,95,69,82.0,69,74,0.0,76,26,2011,7,28,17,0.057142857142856954
2,2011-07-17,95,74,84.5,69,74,0.0,73,21,2011,7,28,17,0.019999999999999567
1,2011-07-18,92,80,86.0,75,78,0.01,81,12,2011,7,29,18,0.0028571428571426694
2,2011-07-18,93,81,87.0,74,77,0.0,78,12,2011,7,29,18,0.0014285714285709936
1,2011-07-19,93,78,85.5,72,76,0.0,77,15,2011,7,29,19,0.0014285714285712408
2,2011-07-19,92,79,85.5,73,77,0.0,79,13,2011,7,29,19,0.0
1,2011-07-20,99,73,86.0,73,77,0.02,78,26,2011,7,29,20,0.004285714285714099
2,2011-07-20,100,77,88.5,73,77,0.0,75,23,2011,7,29,20,0.0
1,2011-07-21,99,75,87.0,70,76,0.02,72,24,2011,7,29,21,0.007142857142856955
2,2011-07-21,101,82,91.5,72,77,0.0,70,19,2011,7,29,21,0.0
1,2011-07-22,88,70,79.0,70,73,1.55,82,18,2011,7,29,22,0.2285714285714284
2,2011-07-22,100,71,85.5,70,74,0.14,73,29,2011,7,29,22,0.019999999999999567
1,2011-07-23,87,70,78.5,70,73,6.86,83,17,2011,7,29,23,1.2085714285714284
2,2011-07-23,87,70,78.5,70,73,0.04,83,17,2011,7,29,23,0.02571428571428528
1,2011-07-24,87,72,79.5,70,73,0.18,82,15,2011,7,29,24,1.2342857142857142
2,2011-07-24,87,72,79.5,69,72,0.02,80,15,2011,7,29,24,0.028571428571428137
1,2011-07-25,88,73,80.5,66,71,0.0,72,15,2011,7,30,25,1.2328571428571427
2,2011-07-25,90,73,81.5,67,71,0.01,73,17,2011,7,30,25,0.029999999999999565
1,2011-07-26,83,71,77.0,63,68,0.0,71,12,2011,7,30,26,1.2328571428571427
2,2011-07-26,85,72,78.5,62,68,0.01,67,13,2011,7,30,26,0.031428571428570994
1,2011-07-27,90,68,79.0,66,70,0.71,74,22,2011,7,30,27,1.3314285714285714
2,2011-07-27,92,72,82.0,66,71,0.0,70,20,2011,7,30,27,0.031428571428570994
1,2011-07-28,87,73,80.0,71,74,0.7,83,14,2011,7,30,28,1.4285714285714286
2,2011-07-28,88,74,81.0,71,74,0.0,81,14,2011,7,30,28,0.031428571428570994
1,2011-07-29,86,71,78.5,67,71,0.7,77,15,2011,7,30,29,1.307142857142857
2,2011-07-29,86,74,80.0,69,72,0.36,79,12,2011,7,30,29,0.06285714285714242
1,2011-07-30,91,67,79.0,64,70,0.0,70,24,2011,7,30,30,0.3271428571428569
2,2011-07-30,91,68,79.5,65,71,0.0,72,23,2011,7,30,30,0.05714285714285671
1,2011-07-31,90,68,79.0,69,73,0.0,80,22,2011,7,30,31,0.30142857142857116
2,2011-07-31,91,73,82.0,69,73,0.0,76,18,2011,7,30,31,0.05428571428571385
1,2011-08-01,91,74,82.5,72,75,0.0,81,17,2011,8,31,1,0.30142857142857116
2,2011-08-01,91,76,83.5,71,75,0.0,78,15,2011,8,31,1,0.05285714285714242
1,2011-08-02,93,74,83.5,73,76,0.43,81,19,2011,8,31,2,0.3628571428571426
2,2011-08-02,93,74,83.5,73,77,0.28,81,19,2011,8,31,2,0.091428571428571
1,2011-08-03,86,72,79.0,67,71,0.0,76,14,2011,8,31,3,0.2614285714285712
2,2011-08-03,87,73,80.0,66,71,0.0,73,14,2011,8,31,3,0.091428571428571
1,2011-08-04,84,69,76.5,66,69,0.0,78,15,2011,8,31,4,0.1614285714285712
2,2011-08-04,82,69,75.5,67,70,0.0,82,13,2011,8,31,4,0.091428571428571
1,2011-08-05,83,69,76.0,68,71,0.0,83,14,2011,8,31,5,0.0614285714285712
2,2011-08-05,84,70,77.0,68,71,0.0,82,14,2011,8,31,5,0.03999999999999958
1,2011-08-06,85,72,78.5,70,72,0.18,83,13,2011,8,31,6,0.0871428571428569
2,2011-08-06,85,73,79.0,70,72,0.69,82,12,2011,8,31,6,0.13857142857142815
1,2011-08-07,86,68,77.0,69,71,0.75,84,18,2011,8,31,7,0.19428571428571403
2,2011-08-07,87,70,78.5,69,72,0.49,81,17,2011,8,31,7,0.20857142857142813
1,2011-08-08,80,68,74.0,67,69,0.63,85,12,2011,8,32,8,0.2842857142857141
2,2011-08-08,80,69,74.5,67,70,0.29,84,11,2011,8,32,8,0.24999999999999956
1,2011-08-09,80,64,72.0,61,66,0.0,74,16,2011,8,32,9,0.22285714285714264
2,2011-08-09,82,66,74.0,61,66,0.01,71,16,2011,8,32,9,0.211428571428571
1,2011-08-10,77,61,69.0,54,61,0.0,61,16,2011,8,32,10,0.22285714285714264
2,2011-08-10,78,62,70.0,54,61,0.0,60,16,2011,8,32,10,0.211428571428571
1,2011-08-11,81,57,69.0,54,61,0.0,61,24,2011,8,32,11,0.22285714285714264
2,2011-08-11,81,60,70.5,54,61,0.0,59,21,2011,8,32,11,0.211428571428571
1,2011-08-12,81,60,70.5,59,64,0.0,72,21,2011,8,32,12,0.22285714285714264
2,2011-08-12,82,65,73.5,57,64,0.0,62,17,2011,8,32,12,0.211428571428571
1,2011-08-13,83,62,72.5,64,66,0.75,80,21,2011,8,32,13,0.3042857142857141
2,2011-08-13,84,66,75.0,63,66,0.93,74,18,2011,8,32,13,0.2457142857142853
1,2011-08-14,75,62,68.5,60,63,0.0,78,13,2011,8,32,14,0.19714285714285693
2,2011-08-14,75,62,68.5,60,63,0.01,78,13,2011,8,32,14,0.17714285714285674
1,2011-08-15,82,57,69.5,55,62,0.0,63,25,2011,8,33,15,0.10714285714285694
2,2011-08-15,80,59,69.5,55,62,0.0,63,21,2011,8,33,15,0.1357142857142853
1,2011-08-16,85,61,73.0,58,64,0.0,66,24,2011,8,33,16,0.10714285714285694
2,2011-08-16,83,63,73.0,56,63,0.0,61,20,2011,8,33,16,0.13428571428571387
1,2011-08-17,83,62,72.5,63,67,0.0,78,21,2011,8,33,17,0.10714285714285694
2,2011-08-17,83,65,74.0,61,67,0.0,71,18,2011,8,33,17,0.13428571428571387
1,2011-08-18,84,67,75.5,60,66,0.0,67,17,2011,8,33,18,0.10714285714285694
2,2011-08-18,85,71,78.0,62,67,0.0,67,14,2011,8,33,18,0.13428571428571387
1,2011-08-19,87,64,75.5,63,68,0.0,73,23,2011,8,33,19,0.10714285714285694
2,2011-08-19,86,67,76.5,62,68,0.0,70,19,2011,8,33,19,0.13428571428571387
1,2011-08-20,80,66,73.0,67,69,1.11,86,14,2011,8,33,20,0.15857142857142836
2,2011-08-20,79,68,73.5,67,69,0.39,86,11,2011,8,33,20,0.057142857142856704
1,2011-08-21,80,64,72.0,58,63,0.0,67,16,2011,8,33,21,0.15857142857142836
2,2011-08-21,81,66,73.5,58,64,0.01,65,15,2011,8,33,21,0.057142857142856704
1,2011-08-22,82,59,70.5,59,64,0.0,72,23,2011,8,34,22,0.15857142857142836
2,2011-08-22,82,61,71.5,59,64,0.0,70,21,2011,8,34,22,0.057142857142856704
1,2011-08-23,73,62,67.5,63,65,0.65,88,11,2011,8,34,23,0.2514285714285712
2,2011-08-23,74,66,70.0,62,65,0.4,80,8,2011,8,34,23,0.11428571428571385
1,2011-08-24,92,69,80.5,65,70,0.0,70,23,2011,8,34,24,0.2514285714285712
2,2011-08-24,91,70,80.5,65,70,0.0,70,21,2011,8,34,24,0.11428571428571385
1,2011-08-25,83,64,73.5,59,64,0.0,67,19,2011,8,34,25,0.2514285714285712
2,2011-08-25,80,65,72.5,59,64,0.0,69,15,2011,8,34,25,0.11428571428571385
1,2011-08-26,83,59,71.0,58,63,0.0,69,24,2011,8,34,26,0.2514285714285712
2,2011-08-26,83,61,72.0,58,64,0.0,67,22,2011,8,34,26,0.11428571428571385
1,2011-08-27,81,64,72.5,62,66,0.0,76,17,2011,8,34,27,0.09285714285714262
2,2011-08-27,83,67,75.0,61,66,0.0,70,16,2011,8,34,27,0.05857142857142813
1,2011-08-28,77,61,69.0,57,61,0.0,69,16,2011,8,34,28,0.09285714285714262
2,2011-08-28,77,61,69.0,55,61,0.0,64,16,2011,8,34,28,0.057142857142856704
1,2011-08-29,79,59,69.0,56,62,0.0,67,20,2011,8,35,29,0.09285714285714262
2,2011-08-29,78,61,69.5,57,62,0.0,69,17,2011,8,35,29,0.057142857142856704
1,2011-08-30,76,61,68.5,56,62,0.04,68,15,2011,8,35,30,0.005714285714285482
2,2011-08-30,79,64,71.5,54,61,0.02,58,15,2011,8,35,30,0.0028571428571424157
1,2011-08-31,87,65,76.0,64,68,0.0,75,22,2011,8,35,31,0.005714285714285482
2,2011-08-31,88,65,76.5,64,69,0.05,74,23,2011,8,35,31,0.00999999999999956
1,2011-09-01,93,71,82.0,71,75,0.0,80,22,2011,9,35,1,0.005714285714285482
2,2011-09-01,94,74,84.0,70,75,0.0,75,20,2011,9,35,1,0.00999999999999956
1,2011-09-02,92,76,84.0,69,74,0.0,73,16,2011,9,35,2,0.005714285714285482
2,2011-09-02,94,79,86.5,69,74,0.0,70,15,2011,9,35,2,0.00999999999999956
1,2011-09-03,89,69,79.0,67,71,0.02,76,20,2011,9,35,3,0.00857142857142834
2,2011-09-03,87,71,79.0,68,71,0.15,78,16,2011,9,35,3,0.03142857142857099
1,2011-09-04,73,58,65.5,54,60,0.0,67,15,2011,9,35,4,0.00857142857142834
2,2011-09-04,74,60,67.0,55,61,0.0,67,14,2011,9,35,4,0.03142857142857099
1,2011-09-05,65,52,58.5,45,52,0.0,51,13,2011,9,36,5,0.00857142857142834
2,2011-09-05,67,53,60.0,46,53,0.0,52,14,2011,9,36,5,0.03142857142857099
1,2011-09-06,66,51,58.5,46,52,0.0,54,15,2011,9,36,6,0.0028571428571426247
2,2011-09-06,66,57,61.5,47,54,0.0,53,9,2011,9,36,6,0.028571428571428133
1,2011-09-07,70,52,61.0,47,54,0.0,53,18,2011,9,36,7,0.0028571428571426247
2,2011-09-07,70,58,64.0,47,55,0.0,49,12,2011,9,36,7,0.021428571428570988
1,2011-09-08,75,57,66.0,53,59,0.0,64,18,2011,9,36,8,0.0028571428571426247
2,2011-09-08,74,62,68.0,54,59,0.06,63,12,2011,9,36,8,0.02999999999999956
1,2011-09-09,72,60,66.0,60,62,0.02,83,12,2011,9,36,9,0.005714285714285482
2,2011-09-09,72,64,68.0,61,63,0.11,82,8,2011,9,36,9,0.04571428571428527
1,2011-09-10,78,56,67.0,59,62,0.0,78,22,2011,9,36,10,0.0028571428571426243
2,2011-09-10,76,58,67.0,60,63,0.01,81,18,2011,9,36,10,0.025714285714285273
1,2011-09-11,83,57,70.0,59,63,0.0,73,26,2011,9,36,11,0.0028571428571426243
2,2011-09-11,83,60,71.5,59,64,0.0,70,23,2011,9,36,11,0.025714285714285273
1,2011-09-12,86,64,75.0,59,65,0.0,65,22,2011,9,37,12,0.0028571428571426243
2,2011-09-12,86,64,75.0,59,65,0.0,65,22,2011,9,37,12,0.025714285714285273
1,2011-09-13,73,56,64.5,54,59,0.0,69,17,2011,9,37,13,0.0028571428571426243
2,2011-09-13,76,58,67.0,55,61,0.0,67,18,2011,9,37,13,0.025714285714285273
1,2011-09-14,58,47,52.5,43,49,0.08,55,11,2011,9,37,14,0.014285714285714053
2,2011-09-14,60,48,54.0,45,51,0.0,60,12,2011,9,37,14,0.025714285714285273
1,2011-09-15,59,42,50.5,35,44,0.0,17,17,2011,9,37,15,0.014285714285714053
2,2011-09-15,60,44,52.0,36,45,0.0,21,16,2011,9,37,15,0.017142857142856703
1,2011-09-16,58,46,52.0,40,47,0.0,41,12,2011,9,37,16,0.011428571428571194
2,2011-09-16,59,48,53.5,38,47,0.0,29,11,2011,9,37,16,0.0014285714285709877
1,2011-09-17,68,50,59.0,45,52,0.0,50,18,2011,9,37,17,0.011428571428571194
2,2011-09-17,69,52,60.5,44,52,0.0,44,17,2011,9,37,17,0.0
1,2011-09-18,65,55,60.0,55,57,0.43,83,10,2011,9,37,18,0.07285714285714262
2,2011-09-18,66,56,61.0,54,57,0.34,77,10,2011,9,37,18,0.048571428571428134
1,2011-09-19,69,54,61.5,58,60,0.24,89,15,2011,9,38,19,0.1071428571428569
2,2011-09-19,68,56,62.0,58,60,0.41,87,12,2011,9,38,19,0.10714285714285669
1,2011-09-20,74,49,61.5,54,58,0.0,76,25,2011,9,38,20,0.1071428571428569
2,2011-09-20,75,53,64.0,54,58,0.01,70,22,2011,9,38,20,0.10857142857142812
1,2011-09-21,71,56,63.5,49,56,0.0,56,15,2011,9,38,21,0.09571428571428549
2,2011-09-21,72,57,64.5,49,56,0.0,54,15,2011,9,38,21,0.10857142857142812
1,2011-09-22,64,51,57.5,47,52,0.0,60,13,2011,9,38,22,0.09571428571428549
2,2011-09-22,63,53,58.0,47,52,0.0,59,10,2011,9,38,22,0.10857142857142812
1,2011-09-23,62,48,55.0,44,49,0.0,53,14,2011,9,38,23,0.09571428571428549
2,2011-09-23,62,48,55.0,46,51,0.02,62,14,2011,9,38,23,0.11142857142857099
1,2011-09-24,62,51,56.5,49,51,0.14,71,11,2011,9,38,24,0.11571428571428548
2,2011-09-24,63,51,57.0,48,52,0.07,65,12,2011,9,38,24,0.121428571428571
1,2011-09-25,64,51,57.5,53,55,0.08,83,13,2011,9,38,25,0.06571428571428548
2,2011-09-25,65,53,59.0,53,55,0.23,79,12,2011,9,38,25,0.10571428571428527
1,2011-09-26,60,53,56.5,51,53,1.21,79,7,2011,9,39,26,0.20428571428571404
2,2011-09-26,63,53,58.0,50,53,0.9,70,10,2011,9,39,26,0.1757142857142853
1,2011-09-27,63,54,58.5,53,55,0.31,80,9,2011,9,39,27,0.24857142857142836
2,2011-09-27,63,54,58.5,53,55,0.25,80,9,2011,9,39,27,0.20999999999999958
1,2011-09-28,63,53,58.0,54,55,0.77,85,10,2011,9,39,28,0.3585714285714284
